,Address,Suburb,Price,Bedrooms,Bathrooms,Garage,Land_Area,Floor_Area,Build_Year,Cbd_Dist,Nearest_Stn,Nearest_Stn_Dist,Date_Sold,Postcode,Nearest_Sch,Nearest_Sch_Dist
16393,36 Darile Street,Hillman,265000,3,1,1,683,130,1985,37.7,Rockingham Station,1.2,02-2009,6168,Kolbe Catholic College,1.5
16394,36 Davies Crescent,Gooseberry Hill,640000,4,1,2,2142,178,1970,18.1,Midland Station,9.1,02-2016,6076,Kalamunda Senior High School,1.8
16395,36 De Havilland View,Maylands,985000,5,3,2,421,273,1999,4.5,Belmont Park Station,1.5,05-2019,6051,Trinity College,3.0
16396,36 Dean Road,Jandakot,740000,4,2,2,720,235,2001,16.7,Cockburn Central Station,2.6,10-2017,6164,Lakeland Senior High School,1.3
16397,36 Dolphin Way,Beldon,530000,4,2,2,709,106,1979,22.5,Edgewater Station,2.3,05-2017,6027,Belridge Secondary College,0.9
16398,36 Dorrigo Gardens,Jane Brook,566000,5,2,4,723,160,2000,20.7,Midland Station,5.6,02-2015,6056,Swan View Senior High School,2.5
16399,36 Dryandra Crescent,Darlington,577500,3,2,2,2864,120,1999,20.0,Midland Station,5.9,03-2017,6070,Treetops Montessori School,2.3
16400,36 Drysdale Gardens,Wandi,510000,3,2,2,402,155,2012,26.7,Kwinana Station,5.1,04-2016,6167,Atwell College,5.3
16401,36 Edgewater Road,Salter Point,1200000,4,2,6,759,263,1980,7.9,Canning Bridge Station,1.6,11-2015,6152,Aquinas College,0.3
16402,36 Eldridge Grove,Cannington,523000,5,3,2,303,161,2004,9.0,Queens Park Station,0.7,11-2016,6107,St Norbert College,0.8
16403,36 Elliott Road,Trigg,1390000,4,2,2,474,90,1975,12.8,Stirling Station,4.9,01-2019,6029,St Mary'S Anglican Girls' School,0.9
16404,36 Elmore Street,Mount Helena,440000,3,1,1,2024,100,1975,34.3,Midland Station,19.8,04-2015,6082,Eastern Hills Senior High School,1.2
16405,36 Fairywren Drive,Bennett Springs,610000,4,2,2,544,263,2006,12.2,Ashfield Station,5.9,08-2016,6063,Kiara College,2.0
16406,36 Farmer Avenue,Brookdale,310000,3,1,2,700,64,1990,27.4,Armadale Station,1.9,07-2014,6112,Dale Christian School,0.8
16407,36 Farmview Drive,Bellevue,310000,3,1,5,696,83,1990,17.3,Midland Station,3.8,09-2013,6056,Swan View Senior High School,2.5
16408,36 Faulkner Way,Eden Hill,335000,3,1,2,699,119,1981,10.7,Bassendean Station,1.6,06-2020,6054,Kiara College,1.6
16409,36 Felstead Crescent,Hamersley,642500,5,2,3,745,206,1973,12.5,Warwick Station,0.9,08-2017,6022,Warwick Senior High School,1.8
16410,36 Fern Leaf Court,Leeming,600000,4,2,2,672,177,1993,14.8,Murdoch Station,2.5,01-2019,6149,Leeming Senior High School,1.4
16411,36 Flora Terrace,Watermans Bay,425000,3,2,1,685,185,1977,15.1,Warwick Station,4.0,12-2011,6020,Carine Senior High School,2.1
16412,36 Fontelina Parade,Iluka,920000,4,2,2,616,212,2014,27.6,Currambine Station,2.5,11-2016,6028,Prendiville Catholic College,2.9
16413,36 Freeland Way,Eden Hill,485000,4,2,2,771,190,1984,10.0,Ashfield Station,2.7,05-2018,6054,Hampton Senior High School,0.7
16414,36 Freshwater Drive,Atwell,419000,4,2,2,600,161,1998,19.8,Cockburn Central Station,0.7,07-2019,6164,Atwell College,1.5
16415,36 Garden Road,Spearwood,460000,4,2,2,455,148,1994,19.6,Cockburn Central Station,7.7,09-2019,6163,Port School,3.5
16416,36 Garran Loop,Henley Brook,495000,4,2,2,585,185,2003,20.3,East Guildford Station,10.7,04-2015,6055,Swan Valley Anglican Community School,0.9
16417,36 Gidgi Way,Wanneroo,418000,4,2,2,504,161,2002,22.9,Joondalup Station,5.0,09-2019,6065,Wanneroo Secondary College,1.1
16418,36 Gillon Street,Karawara,930000,4,2,2,480,266,2001,6.7,Canning Bridge Station,2.3,09-2013,6152,Como Secondary College,1.1
16419,36 Glebe Road,Darlington,560000,3,2,2,4046,216,1989,21.4,Midland Station,8.3,01-2020,6070,Treetops Montessori School,0.8
16420,36 Glenelg Street,Applecross,2250000,5,3,5,771,362,2001,7.0,Canning Bridge Station,1.6,09-2017,6153,Applecross Senior High School,1.8
16421,36 Goldsmith Road,Dalkeith,2110000,3,1,1,1012,146,1940,7.6,Loch Street Station,2.2,11-2020,6009,Christ Church Grammar School,1.7
16422,36 Gratwick Terrace,Murdoch,610000,4,2,2,361,141,1995,12.6,Murdoch Station,1.8,04-2018,6150,Kennedy Baptist College,1.2
16423,36 Halse Crescent,Melville,732000,3,1,1,825,130,1960,11.5,North Fremantle Station,4.5,04-2018,6156,Melville Senior High School,0.9
16424,36 Hanley Street,Stoneville,585000,4,2,2,1800,139,1995,30.6,Midland Station,16.0,07-2017,6081,Mundaring Christian College,3.2
16425,36 Hardy Road,Ashfield,477500,4,2,2,508,145,1992,8.7,Ashfield Station,0.7,02-2017,6054,Cyril Jackson Senior Campus,0.5
16426,36 Helena Street,Guildford,865000,3,2,2,754,160,1900,3.272,Mandurah Station,3.3,12-2013,6055,Guildford Grammar School,0.9
16427,36 Hennessy Drive,Ashby,530000,4,2,2,576,230,2005,24.7,Joondalup Station,3.1,08-2014,6065,Wanneroo Secondary College,2.9
16428,36 Hope Street,Watermans Bay,1405000,4,2,2,1067,190,1955,14.7,Warwick Station,3.8,10-2013,6020,Carine Senior High School,1.7
16429,36 Hopetoun Terrace,Shenton Park,1260000,3,1,1,364,150,1920,5.0,Shen,0.5,12-2018,6008,Shenton College,0.6
16430,36 Hotham Street,Bayswater,530000,3,1,2,726,125,1956,5.3,Meltham Station,0.4,02-2020,6053,Chisholm Catholic College,0.8
16431,36 Houghton Drive,Carramar,430000,4,2,2,618,148,1997,27.9,Currambine Station,3.3,09-2018,6031,Joseph Banks Secondary College,2.0
16432,36 Hubert Street,Darlington,578000,3,1,2,2139,145,1988,22.0,Midland Station,9.3,09-2015,6070,Treetops Montessori School,1.7
16433,36 Injidup Loop,Clarkson,415000,4,2,2,578,166,2005,31.3,Clarkson Station,0.8,09-2019,6030,Youth Futures Community School,1.0
16434,36 Innamincka Road,Greenmount,675000,4,2,2,2131,218,1995,19.0,Midland Station,4.7,03-2020,6056,Swan View Senior High School,1.3
16435,36 Jackadder Avenue,Hammond Park,550000,5,2,2,621,225,2004,23.3,Cockburn Central Station,4.2,10-2017,6164,Atwell College,2.5
16436,36 Jackson Avenue,Winthrop,842000,4,2,2,749,209,1989,11.3,Bull Creek Station,2.4,05-2015,6150,Corpus Christi College,1.5
16437,36 Jindare Loop,Carramar,492000,4,2,2,602,194,2005,27.5,Currambine Station,4.3,10-2019,6031,Joseph Banks Secondary College,1.5
16438,36 Jugan Street,Mount Hawthorn,490000,3,1,1,984,102,1998,4.9,Glendalough Station,0.4,10-2018,6016,Bold Park Community School,0.7
16439,36 Karoonda Road,Booragoon,519000,2,1,1,809,101,1971,9.8,Bull Creek Station,1.4,03-2017,6154,Applecross Senior High School,1.3
16440,36 Keane Road,Harrisdale,405000,3,2,2,346,141,2011,20.6,Cockburn Central Station,6.8,04-2018,6112,Carey Baptist College,1.7
16441,36 Kentucky Boulevard,Hocking,475000,4,2,2,533,198,2007,21.2,Edgewater Station,4.4,04-2018,6065,Wanneroo Secondary College,1.1
16442,36 Kintail Road,Applecross,2300000,4,3,2,1026,141,1960,6.6,Canning Bridge Station,1.0,01-2018,6153,Aquinas College,2.3
16443,36 Kirin Way,Maddington,375000,4,2,1,605,124,2000,17.7,Madding,2.8,11-2020,6109,Lumen Christi College,2.5
16444,36 Lamis Place,Brigadoon,980000,4,2,2,18661,284,2008,28.6,Midland Station,14.4,08-2011,6069,Swan Valley Anglican Community School,9.9
16445,36 Lateral Loop,Beldon,505000,4,2,2,700,178,1988,21.8,Edgewater Station,1.5,07-2019,6027,Belridge Secondary College,0.4
16446,36 Lee Avenue,Hilton,490000,3,1,1,527,100,1981,14.6,Fremantle Station,3.9,06-2016,6163,Seton Catholic College,1.2
16447,36 Leeway Loop,Alkimos,475000,4,2,2,480,202,2011,42.5,Butler Station,4.1,01-2019,6038,Butler College,6.2
16448,36 Leon Road,Dalkeith,2380000,4,3,2,1012,301,1952,8.1,Loch Street Station,2.8,04-2016,6009,Christ Church Grammar School,1.8
16449,36 Littlemore Way,Eden Hill,736500,4,2,3,709,227,2002,9.9,Ashfield Station,2.4,01-2016,6054,Hampton Senior High School,0.8
16450,36 Lotherton Way,Hocking,530000,4,2,2,576,191,2000,20.1,Edgewater Station,3.6,11-2017,6065,Alta-1,1.2
16451,36 Lydon Boulevard,Atwell,447500,4,2,2,600,147,1995,19.9,Cockburn Central Station,0.8,06-2020,6164,Atwell College,1.4
16452,36 Mantua Crescent,Churchlands,1300000,4,2,2,733,293,1981,7.7,Glendalough Station,3.6,03-2018,6018,Newman College,0.2
16453,36 MARDJA LOOP,Mardella,542000,4,2,2,2860,180,2004,41.4,Armadale Station,17.5,09-2020,6125,Court Grammar School,4.4
16454,36 Marjorie Avenue,Riverton,1100000,4,3,2,451,288,2010,9.2,Welshpool Station,4.4,07-2017,6148,Clontarf Aboriginal College,1.5
16455,36 Marnie Road,Glen Forrest,550000,4,2,2,1781,161,1981,23.1,Midland Station,9.3,04-2019,6071,Helena College,0.6
16456,36 Martin Street,Kelmscott,375000,3,2,1,809,137,1968,24.0,Kelmscott Station,1.1,08-2018,6111,Kelmscott Senior High School,1.4
16457,36 McCubbin Loop,Seville Grove,290000,4,2,6,519,130,2000,23.5,Sherwood Station,2.1,11-2019,6112,Cecil Andrews College,1.0
16458,36 Mcdonald Street,Como,1450000,3,2,2,974,143,1950,4.4,Canning Bridge Station,2.4,08-2020,6152,Penrhos College,0.9
16459,36 Merley Way,Parkwood,470500,3,1,2,686,97,1978,11.6,Thornlie Station,3.3,05-2017,6147,Lynwood Senior High School,0.3
16460,36 Messina Avenue,Stirling,1270000,4,3,5,501,339,2007,7.3,Stirling Station,1.2,01-2019,6021,Servite College,1.7
16461,36 Monet Drive,Ashby,553000,4,2,2,620,204,2005,25.1,Joondalup Station,3.0,04-2014,6065,Wanneroo Secondary College,3.2
16462,36 Moston Crescent,Bertram,355000,3,2,2,351,123,2010,32.0,Kwinana Station,0.5,08-2016,6167,The King'S College,1.7
16463,36 Musgrove Crescent,Boya,785000,3,2,2,3268,250,1910,19.1,Midland Station,6.0,10-2013,6056,Treetops Montessori School,1.7
16464,36 Needlewood Road,Churchlands,1180000,3,2,2,301,260,2009,7.2,Glendalough Station,3.5,05-2015,6018,Newman College,0.4
16465,36 Nicholas Crescent,Hilton,535000,3,1,2,496,100,1951,14.8,Fremantle Station,4.3,02-2017,6163,Seton Catholic College,0.8
16466,36 Nirimba Close,South Guildford,520000,4,2,2,702,182,2000,12.9,Woodbridge Station,2.8,06-2017,6055,Guildford Grammar School,2.6
16467,36 Norfolk Street,Mount Lawley,875000,3,1,1,511,137,1905,2.3,Mount Lawley Station,1.7,03-2019,6050,Perth College,1.2
16468,36 Normandy Parade,Currambine,694000,4,2,2,587,231,2003,26.7,Currambine Station,0.8,12-2018,6028,Lake Joondalup Baptist College,1.5
16469,36 North Lake Road,Alfred Cove,730000,4,2,2,1022,141,1961,10.1,Bull Creek Station,3.8,12-2016,6154,Melville Senior High School,1.6
16470,36 Norwood Loop,Tapping,361000,4,2,2,630,143,2000,27.2,Currambine Station,3.5,01-2018,6065,Joseph Banks Secondary College,2.1
16471,36 Olivedale Road,Madeley,540000,4,2,2,432,188,2008,16.6,Whitfords Station,4.5,01-2018,6065,Kingsway Christian College,1.0
16472,36 Orara Way,Merriwa,335000,4,2,2,533,130,2002,35.5,Butler Station,2.9,01-2020,6030,Alkimos Baptist College,0.3
16473,36 Orelia Avenue,Orelia,295000,4,2,2,574,140,2005,31.3,Kwinana Station,2.1,09-2017,6167,Gilmore College,1.0
16474,36 Owston Street,Mosman Park,1900000,4,3,2,600,261,2001,11.0,Vic,1.8,11-2017,6012,Iona Presentation College,1.2
16475,36 Patterson Drive,Middle Swan,432500,4,2,2,607,133,1992,18.0,Midland Station,3.0,02-2015,6056,Swan Christian College,1.9
16476,36 Peninsula Avenue,Heathridge,333000,3,1,1,366,95,1976,22.9,Edgewater Station,2.0,04-2017,6027,Belridge Secondary College,0.7
16477,36 Peridot Turn,Banksia Grove,410000,3,2,2,578,158,2000,27.9,Currambine Station,6.0,01-2018,6031,Joseph Banks Secondary College,1.4
16478,36 Pether Road,Manning,860000,3,1,4,980,139,1958,6.6,Canning Bridge Station,1.5,10-2016,6152,Como Secondary College,0.7
16479,36 Phoenix Drive,Kenwick,420000,4,2,2,601,150,1995,15.5,Madding,2.1,04-2016,6107,Rehoboth Christian College,1.4
16480,36 Pointer Way,Girrawheen,316000,3,1,1,692,91,1973,13.4,Warwick Station,3.1,12-2016,6064,Warwick Senior High School,1.2
16481,36 Pruiti Crescent,Lesmurdie,675000,3,2,2,1999,166,1908,19.3,Madding,8.0,09-2019,6076,Lesmurdie Senior High School,0.5
16482,36 Raspins Loop,Burns Beach,805000,4,2,2,558,235,2010,28.1,Currambine Station,1.8,03-2017,6028,Lake Joondalup Baptist College,3.2
16483,36 Redcliffe Road,Cardup,590000,3,1,2,20506,99,1985,34.9,Armadale Station,10.2,09-2016,6122,Byford Secondary College,2.5
16484,36 Robinson Terrace,Daglish,1200000,3,2,2,756,168,1934,4.1,Daglish Station,0.5,01-2010,6008,Shenton College,1.7
16485,36 Rosebery Street,Jolimont,925000,4,1,2,483,147,1910,4.7,Daglish Station,0.8,04-2012,6014,Shenton College,1.7
16486,36 Rusthall Way,Huntingdale,410000,3,2,2,689,157,1985,18.2,Gosnells Station,2.7,06-2017,6110,Southern River College,0.6
16487,36 Salisbury Street,St James,617500,3,2,3,583,180,1954,7.3,Welshpool Station,1.1,01-2018,6102,Canning College,1.9
16488,36 Sandalwood Drive,Greenwood,584000,4,2,2,683,235,1982,14.8,Warwick Station,1.9,11-2018,6024,Greenwood College,1.1
16489,36 Sauvignon Avenue,The Vines,565000,4,2,2,725,232,1996,26.1,Midland Station,15.4,05-2018,6069,Holy Cross College,3.7
16490,36 Seagrove Boulevard,Merriwa,260000,4,2,2,555,128,2002,35.2,Butler Station,3.1,08-2018,6030,Alkimos Baptist College,0.3
16491,36 Secret Harbour Boulevard,Secret Harbour,320000,4,2,2,608,177,1994,50.4,Warnbro Station,7.8,04-2019,6173,Comet Bay College,2.3
16492,36 Sellars Way,Bull Creek,1270000,5,3,2,690,352,2001,11.5,Bull Creek Station,1.5,05-2017,6149,All Saints' College,0.6
16493,36 Singleton Beach Road,Singleton,420000,4,2,2,911,180,2006,55.8,Mandurah Station,9.1,11-2019,6175,Comet Bay College,3.4
16494,36 Sowden Drive,Samson,760000,4,2,2,752,229,1988,14.2,Murdoch Station,5.3,04-2015,6163,Seton Catholic College,0.6
16495,36 St Catharines Promenade,Champion Lakes,265000,4,2,2,519,216,2014,22.0,Kelmscott Station,1.9,02-2014,6111,John Wollaston Anglican Community School,1.7
16496,36 St Elias Place,Caversham,410000,4,2,2,525,151,1999,13.3,Success Hill Station,3.5,05-2016,6055,Kiara College,2.5
16497,36 Stokesay Street,Orelia,216000,3,1,4,375,119,2008,31.6,Kwinana Station,1.8,07-2020,6167,Gilmore College,0.9
16498,36 Stone Street,Maylands,627000,4,1,2,1095,159,1965,5.1,Meltham Station,1.3,06-2019,6051,Chisholm Catholic College,2.4
16499,36 Stormbird Loop,Currambine,511000,4,2,2,501,208,2003,26.9,Currambine Station,1.4,10-2020,6028,Lake Joondalup Baptist College,2.2
16500,36 Summerton Road,Calista,305000,3,1,2,765,97,1953,32.6,Wellard Station,2.7,09-2013,6167,Gilmore College,0.9
16501,36 Sydney Street,North Perth,1010000,3,2,2,399,200,2010,3.3,Leederville Station,1.9,11-2018,6006,Aranmore Catholic College,0.8
16502,36 Sylvan Crescent,Leeming,730000,4,2,2,783,184,1993,15.0,Murdoch Station,2.4,05-2018,6149,Leeming Senior High School,1.4
16503,36 Talus Drive,Mount Richon,735000,4,2,2,2030,296,2000,27.9,Armadale Station,1.1,03-2013,6112,Armadale Senior High School,0.5
16504,36 Thorold Avenue,Ellenbrook,479000,4,2,2,693,202,2005,23.0,Guildford Station,14.8,09-2019,6069,Holy Cross College,1.1
16505,36 Torridon Loop,Wanneroo,540000,4,2,2,693,191,1997,20.4,Edgewater Station,2.4,04-2020,6065,Alta-1,1.5
16506,36 Tranquility Crescent,Aveley,429000,4,2,2,480,143,2014,23.5,East Guildford Station,14.4,06-2019,6069,Holy Cross College,0.9
16507,36 Treetop Avenue,Edgewater,411500,3,1,1,720,120,1987,21.8,Edgewater Station,0.8,01-2020,6027,Mater Dei College,0.7
16508,36 Trott Road,Lesmurdie,745000,4,2,2,1223,265,2000,19.9,Madding,9.6,01-2018,6076,St Brigid'S College,1.0
16509,36 Turner Road,Bullsbrook,320000,4,2,4,1012,149,1988,34.3,Midland Station,24.7,08-2018,6084,Holy Cross College,11.8
16510,36 Twilight Mews,Aubin Grove,430000,3,2,2,362,136,2010,23.0,Cockburn Central Station,3.7,11-2020,6164,Atwell College,1.7
16511,36 View Terrace,Darlington,779000,4,2,2,1922,250,1912,20.2,Midland Station,7.2,03-2017,6070,Treetops Montessori School,0.4
16512,36 Wanderer Parkway,Baldivis,432000,4,2,3,551,219,2011,44.8,Warnbro Station,4.1,05-2020,6171,Tranby College,1.2
16513,36 Waratah Drive,Camillo,289000,3,1,1,690,92,1970,22.2,Kelmscott Station,1.3,02-2020,6111,John Wollaston Anglican Community School,1.1
16514,36 Ward Avenue,Greenmount,730000,4,2,2,2067,213,2004,20.4,Midland Station,6.0,09-2013,6056,Swan View Senior High School,2.0
16515,36 Warlingham Drive,Lesmurdie,660000,5,2,2,1924,258,1995,18.6,Madding,8.5,11-2018,6076,St Brigid'S College,0.4
16516,36 Waterlily Drive,Stratton,370000,4,2,1,533,125,1995,20.0,Midland Station,5.1,10-2015,6056,Swan View Senior High School,2.6
16517,36 Welara Circle,Henley Brook,528000,4,2,4,540,201,2001,20.2,Guildford Station,11.3,04-2014,6055,Ellenbrook Secondary College,1.4
16518,36 Wellaton Street,Midvale,435000,2,1,1,1052,98,1946,16.9,Midland Station,1.9,03-2015,6056,Youth Futures Community School,1.4
16519,36 Wem Mews,High Wycombe,455000,4,2,2,448,151,2014,13.6,Midland Station,4.6,01-2019,6057,Youth Futures Community School,4.5
16520,36/444 Marmion Street,Myaree,439000,2,1,1,15488,78,1986,10.7,Bull Creek Station,4.3,06-2014,6154,Melville Senior High School,0.9
16521,36/68 Fisher Street,Belmont,410000,3,2,3,170,130,2007,7.0,Burswood Station,3.1,04-2017,6104,Belmont City College,0.3
16522,360 Bushlands Road,Hovea,165000,4,4,3,10007,217,1992,25.3,Midland Station,10.7,01-1993,6071,Helena College,3.5
16523,360 Lacey Street,Sawyers Valley,850000,3,1,3,14768,175,1920,32.0,Midland Station,18.0,01-2007,6074,Mundaring Christian College,1.1
16524,360 Walcott Street,Coolbinia,710000,3,1,1,768,140,1950,4.0,Glendalough Station,2.8,11-2013,6050,Aranmore Catholic College,1.4
16525,360 Warwick Road,Warwick,455000,3,1,2,728,103,1973,14.1,Warwick Station,1.4,09-2015,6024,Warwick Senior High School,1.1
16526,361 Boulonnais Drive,Brigadoon,900000,3,2,4,17145,251,1997,28.2,Midland Station,14.1,10-2013,6069,Swan Valley Anglican Community School,9.5
16527,361 Huntriss Road,Woodlands,1140000,4,3,2,865,257,1958,8.6,Stirling Station,2.0,06-2016,6018,Hale School,0.9
16528,361 Lesmurdie Road,Lesmurdie,550000,4,3,2,1996,300,1969,18.9,Madding,7.4,03-2016,6076,Lesmurdie Senior High School,0.5
16529,361 Maddington Road,Orange Grove,650000,3,1,3,4045,162,1938,17.5,Madding,3.3,09-2014,6109,St Francis' School,3.0
16530,361 Morley Drive,Dianella,590000,4,2,2,683,203,1997,7.3,Mount Lawley Station,5.0,12-2019,6059,Morley Senior High School,1.8
16531,362 Amarillo Drive,Karnup,815000,3,3,2,24124,199,1996,51.1,Warnbro Station,10.2,09-2014,6176,Comet Bay College,4.8
16532,363 Walcott Street,Coolbinia,840000,3,1,2,683,108,1938,3.9,Glendalough Station,2.8,10-2014,6050,Aranmore Catholic College,1.3
16533,364 Jarrah Road,Hopeland,750000,4,2,2,91730,141,1985,47.4,Warnbro Station,11.1,09-2013,6125,Baldivis Secondary College,6.2
16534,364 Knutsford Avenue,Kewdale,390000,3,2,1,270,115,2006,8.0,Queens Park Station,3.6,04-2018,6105,Australian Islamic College - Kewdale,0.9
16535,364 Padbury Avenue,Herne Hill,1175000,3,2,1,62650,289,1991,23.6,Midland Station,9.7,04-2013,6056,Swan Christian College,5.8
16536,365 Acton Avenue,Kewdale,920000,4,2,4,848,315,2013,7.8,Carlisle Station,2.6,01-2017,6105,Australian Islamic College - Kewdale,0.8
16537,365 Allman Road,Parkerville,445000,2,1,1,1497,120,1989,27.6,Midland Station,13.1,10-2013,6081,Mundaring Christian College,4.2
16538,365 Margaret Road,Hovea,900000,3,2,3,8812,220,1940,24.1,Midland Station,10.0,02-2014,6071,Helena College,1.7
16539,365 Traylen Road,Stoneville,410000,4,1,1,2148,141,1978,31.2,Midland Station,16.6,03-2012,6081,Mundaring Christian College,2.7
16541,365A Sydenham Street,Belmont,480000,4,2,2,446,147,2010,7.9,Ashfield Station,4.4,12-2016,6104,Belmont City College,1.0
16542,366 Carrington Street,Hamilton Hill,430000,3,1,2,442,96,1955,16.0,Fremantle Station,4.4,06-2019,6163,Port School,0.4
16543,366 Soldiers Road,Cardup,775000,4,2,2,20234,225,1998,36.0,Armadale Station,11.2,05-2017,6122,Court Grammar School,1.9
16544,366 Walcott Street,Coolbinia,700000,3,1,2,768,144,1957,4.0,Glendalough Station,2.7,10-2011,6050,Aranmore Catholic College,1.4
16545,366C Hardey Road,Cloverdale,400000,3,2,2,1046,130,2006,8.5,Burswood Station,4.5,09-2017,6105,Belmont City College,1.3
16546,367 Epsom Avenue,Redcliffe,452000,4,2,2,392,156,2003,9.0,Success Hill Station,6.0,03-2017,6104,Belmont City College,1.9
16547,368 Erindale Road,Warwick,525000,3,1,3,730,122,1970,13.6,Warwick Station,1.9,10-2015,6024,Warwick Senior High School,0.4
16548,368 Spencer Road,Thornlie,305000,4,1,1,774,107,1970,15.6,Thornlie Station,1.9,03-2019,6108,Thornlie Senior High School,0.9
16549,368 Walcott Street,Coolbinia,785000,3,2,2,768,156,1935,4.0,Glendalough Station,2.7,09-2013,6050,Aranmore Catholic College,1.4
16550,3680 Phillips Road,Mahogany Creek,717500,4,2,2,14866,181,1995,27.0,Midland Station,13.2,05-2008,6072,Mundaring Christian College,4.0
16551,3680 Richardson Road,Parkerville,1500000,5,3,4,44358,249,1990,28.9,Midland Station,14.4,10-2016,6081,Mundaring Christian College,3.5
16552,369 Epsom Avenue,Redcliffe,477000,3,2,5,462,186,1999,9.0,Success Hill Station,6.0,06-2017,6104,Belmont City College,1.9
16553,369 North Beach Road,Karrinyup,885000,3,2,2,512,261,1965,12.6,Warwick Station,2.0,06-2019,6018,Carine Senior High School,1.0
16554,369 Walcott Street,Coolbinia,665000,3,1,2,569,127,1948,4.0,Glendalough Station,2.7,02-2012,6050,Aranmore Catholic College,1.4
